field_id,color_class,deltaW
849,258,0 0 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 4 1;1 1 1 0 2;-1 -1 -1 -1 0
850,75,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
851,24,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
852,24,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
853,259,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;1 1 1 1 0
854,126,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
855,77,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 -1 -1;1 1 1 0 2;-1 -1 -1 -1 0
856,260,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 -1 -1;1 1 1 0 2;1 1 1 1 0
857,268,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
858,268,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;0 0 0 0 0
859,98,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;1 1 1 1 0
860,688,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
861,80,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 0;0 0 0 0 0
862,259,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 0;1 1 1 1 0
863,56,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
864,273,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 2;0 0 0 0 0
865,187,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 2;1 1 1 1 0
866,24,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
867,24,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;0 0 0 0 0;0 0 0 0 0
868,174,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;0 0 0 0 2;-1 -1 -1 -1 0
869,189,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;1 1 1 0 1;-1 -1 -1 -1 0
870,190,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;1 1 1 0 1;1 1 1 1 0
871,155,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;1 1 1 0 2;-1 -1 -1 -1 0
872,260,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;1 1 1 0 2;1 1 1 1 0
873,268,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;1 1 1 0 4;-1 -1 -1 -1 0
874,268,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;1 1 1 0 4;0 0 0 0 0
875,98,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 0 -1;1 1 1 0 4;1 1 1 1 0
876,57,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
877,82,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 -1;0 0 0 0 0
878,47,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
879,113,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 0;0 0 0 0 0
880,191,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 2 -1;0 0 0 0 0;1 1 1 1 0
881,191,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 2 -1;0 0 0 0 2;-1 -1 -1 -1 0
882,192,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 2 -1;0 0 0 0 2;1 1 1 1 0
883,194,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 2 -1;1 1 1 0 4;0 0 0 0 0
884,195,0 0 -1 -1 -1;-1 0 0 -1 -1;-1 -1 0 2 -1;1 1 1 0 4;1 1 1 1 0
885,24,0 0 -1 -1 -1;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
886,273,0 0 -1 -1 -1;-1 0 0 -1 -1;0 0 0 0 0;0 0 0 0 2;-1 -1 -1 -1 0
887,31,0 0 -1 -1 -1;-1 0 0 -1 -1;0 0 0 2 0;-1 -1 -1 0 -1;1 1 1 1 0
888,143,0 0 -1 -1 -1;-1 0 0 -1 -1;0 0 0 2 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
889,143,0 0 -1 -1 -1;-1 0 0 -1 -1;0 0 0 2 0;0 0 0 0 0;-1 -1 -1 -1 0
890,176,0 0 -1 -1 -1;-1 0 0 -1 -1;0 0 0 2 0;0 0 0 0 2;-1 -1 -1 -1 0
891,84,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 2 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
892,167,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 2 1;-1 -1 -1 0 -1;0 0 0 0 0
893,168,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 2 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
894,256,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 2 1;-1 -1 -1 0 0;0 0 0 0 0
895,196,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 2 1;-1 -1 -1 0 0;1 1 1 1 0
896,197,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 2 1;-1 -1 -1 0 2;0 0 0 0 0
897,115,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 2 1;0 0 0 0 2;-1 -1 -1 -1 0
898,37,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 4 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
899,312,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 4 1;-1 -1 -1 0 0;0 0 0 0 0
900,130,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 4 1;-1 -1 -1 0 0;1 1 1 1 0
901,257,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 4 1;-1 -1 -1 0 2;0 0 0 0 0
902,198,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 4 1;-1 -1 -1 0 2;1 1 1 1 0
903,37,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 4 1;0 0 0 0 0;-1 -1 -1 -1 0
904,189,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 4 1;0 0 0 0 2;-1 -1 -1 -1 0
905,258,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 4 1;1 1 1 0 2;-1 -1 -1 -1 0
906,71,0 0 -1 -1 -1;-1 0 0 -1 -1;1 1 0 4 1;1 1 1 0 4;-1 -1 -1 -1 0
907,152,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
908,31,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
909,184,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
910,177,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;0 0 0 0 0
911,31,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
912,93,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
913,422,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
914,178,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;1 1 1 1 0
915,192,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 -1 -1;1 1 1 0 2;-1 -1 -1 -1 0
916,179,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 -1 -1;1 1 1 0 2;3 3 3 3 0
917,181,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 -1 -1;3 3 3 0 6;0 0 0 0 0
918,93,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
919,155,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 -1;0 0 0 0 0
920,184,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 0;0 0 0 0 0
921,123,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
922,119,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 0 -1;0 0 0 0 0;0 0 0 0 0
923,163,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 0 -1;0 0 0 0 2;0 0 0 0 0
924,130,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 0 -1;1 1 1 0 4;-1 -1 -1 -1 0
925,183,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 -1;0 0 0 0 0
926,534,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 -1;1 1 1 1 0
927,535,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
928,183,0 0 -1 -1 -1;-1 0 2 -1 -1;-1 -1 0 2 -1;-1 -1 -1 0 0;0 0 0 0 0
929,93,0 0 -1 -1 -1;-1 0 2 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
930,189,0 0 -1 -1 -1;-1 0 2 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;1 1 1 1 0
931,191,0 0 -1 -1 -1;-1 0 2 -1 -1;0 0 0 0 0;1 1 1 0 4;-1 -1 -1 -1 0
932,170,0 0 -1 -1 -1;-1 0 2 -1 -1;0 0 0 2 0;-1 -1 -1 0 -1;1 1 1 1 0
933,125,0 0 -1 -1 -1;-1 0 2 -1 -1;0 0 0 2 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
934,171,0 0 -1 -1 -1;-1 0 2 -1 -1;0 0 0 2 0;-1 -1 -1 0 0;1 1 1 1 0
935,117,0 0 -1 -1 -1;-1 0 2 -1 -1;0 0 0 2 0;1 1 1 0 2;-1 -1 -1 -1 0
936,668,0 0 -1 -1 -1;-1 0 2 -1 -1;1 1 0 4 1;-1 -1 -1 0 -1;0 0 0 0 0
937,190,0 0 -1 -1 -1;-1 0 2 -1 -1;1 1 0 4 1;0 0 0 0 2;-1 -1 -1 -1 0
938,24,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
939,153,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
940,84,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
941,61,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
942,100,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
943,222,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
944,84,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
945,154,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 0 -1;-1 -1 -1 0 -1;0 0 0 0 0
946,153,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 0 -1;-1 -1 -1 0 -1;1 1 1 1 0
947,121,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 0 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
948,24,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 0 -1;-1 -1 -1 0 0;0 0 0 0 0
949,61,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 0 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
950,24,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
951,43,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 2 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
952,43,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 2 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
953,76,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 2 -1;-1 -1 -1 0 0;0 0 0 0 0
954,35,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 2 -1;-1 -1 -1 0 0;1 1 1 1 0
955,164,0 0 -1 -1 -1;0 0 0 0 0;-1 -1 0 2 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
956,24,0 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
957,24,0 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
958,34,0 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
959,312,0 0 -1 -1 -1;0 0 0 0 0;1 1 0 4 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
960,179,0 0 -1 -1 -1;0 0 0 0 0;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
961,163,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
962,93,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
963,184,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
964,93,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
965,93,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
966,33,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 -1 -1;1 1 1 0 2;-1 -1 -1 -1 0
967,392,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
968,163,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
969,172,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 0 -1;-1 -1 -1 0 0;0 0 0 0 0
970,123,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
971,199,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 0 -1;1 1 1 0 2;-1 -1 -1 -1 0
972,193,0 0 -1 -1 -1;0 0 2 0 0;-1 -1 0 2 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
973,156,0 0 -1 -1 -1;0 0 2 0 0;0 0 0 0 0;-1 -1 -1 0 -1;1 1 1 1 0
974,44,0 0 -1 -1 -1;0 0 2 0 0;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
975,185,0 0 -1 -1 -1;0 0 2 0 0;0 0 0 0 0;1 1 1 0 4;-1 -1 -1 -1 0
976,191,0 0 -1 -1 -1;0 0 2 0 0;0 0 0 2 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
977,191,0 0 -1 -1 -1;0 0 2 0 0;0 0 0 2 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
978,127,0 0 -1 -1 -1;0 0 2 0 0;1 1 0 2 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
979,200,0 0 -1 -1 -1;0 0 2 0 0;1 1 0 4 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
980,126,0 0 -1 -1 -1;0 0 2 0 0;1 1 0 4 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
981,190,0 0 -1 -1 -1;0 0 2 0 0;1 1 0 4 1;-1 -1 -1 0 2;-1 -1 -1 -1 0
982,661,0 0 -1 -1 -1;0 0 2 0 0;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
983,21,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
984,21,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
985,60,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
986,381,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
987,21,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
988,21,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
989,60,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
990,21,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
991,144,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;1 1 1 0 2;-1 -1 -1 -1 0
992,21,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
993,133,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 0 -1;-1 -1 -1 0 -1;1 1 1 1 0
994,134,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 0 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
995,21,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
996,50,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 0 -1;1 1 1 0 1;-1 -1 -1 -1 0
997,662,0 0 -1 -1 -1;1 0 1 1 1;-1 -1 0 0 -1;1 1 1 0 4;-1 -1 -1 -1 0
998,153,0 0 -1 -1 -1;1 0 1 1 1;1 1 0 2 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
999,173,0 0 -1 -1 -1;1 0 1 1 1;1 1 0 2 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1000,536,0 0 -1 -1 -1;1 0 1 1 1;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1001,51,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1002,537,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
1003,186,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
1004,77,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
1005,129,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1006,538,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
1007,195,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 0 -1;-1 -1 -1 0 -1;1 1 1 1 0
1008,254,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
1009,135,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 0 -1;1 1 1 0 1;-1 -1 -1 -1 0
1010,182,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 2 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1011,201,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 2 -1;-1 -1 -1 0 -1;0 0 0 0 0
1012,146,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 2 -1;-1 -1 -1 0 -1;1 1 1 1 0
1013,151,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 2 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1014,225,0 0 -1 -1 -1;1 0 2 1 1;-1 -1 0 2 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
1015,155,0 0 -1 -1 -1;1 0 2 1 1;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1016,174,0 0 -1 -1 -1;1 0 2 1 1;1 1 0 1 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1017,175,0 0 -1 -1 -1;1 0 2 1 1;1 1 0 2 1;-1 -1 -1 0 2;-1 -1 -1 -1 0
1018,539,0 0 -1 -1 -1;1 0 2 1 1;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1019,88,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1020,88,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1021,111,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
1022,540,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1023,42,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1024,88,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
1025,111,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
1026,128,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
1027,72,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1028,34,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
1029,681,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;1 1 1 0 2;-1 -1 -1 -1 0
1030,82,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
1031,541,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
1032,167,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1033,167,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 0 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1034,42,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 0 -1;-1 -1 -1 0 0;0 0 0 0 0
1035,95,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 0 -1;-1 -1 -1 0 0;1 1 1 1 0
1036,167,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
1037,128,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 0 -1;0 0 0 0 2;-1 -1 -1 -1 0
1038,681,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 0 -1;1 1 1 0 2;-1 -1 -1 -1 0
1039,82,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 0 -1;1 1 1 0 4;-1 -1 -1 -1 0
1040,176,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 2 -1;-1 -1 -1 0 -1;0 0 0 0 0
1041,193,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 2 -1;-1 -1 -1 0 0;0 0 0 0 0
1042,134,0 0 -1 -1 -1;1 0 4 1 1;-1 -1 0 2 -1;0 0 0 0 2;-1 -1 -1 -1 0
1043,72,0 0 -1 -1 -1;1 0 4 1 1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1044,129,0 0 -1 -1 -1;1 0 4 1 1;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
1045,193,0 0 -1 -1 -1;1 0 4 1 1;0 0 0 2 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
1046,116,0 0 -1 -1 -1;1 0 4 1 1;1 1 0 4 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1047,239,0 0 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1048,239,0 0 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
1049,663,0 0 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;1 1 1 0 2;-1 -1 -1 -1 0
1050,664,0 0 -1 -1 -1;2 0 4 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
1051,542,0 0 -1 -1 -1;2 0 4 2 2;1 1 0 2 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1052,667,0 0 -1 -1 -1;3 0 6 3 3;1 1 0 2 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1053,543,0 0 -1 -1 -1;3 0 6 3 3;1 1 0 4 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1054,84,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1055,80,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1056,130,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
1057,177,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1058,24,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1059,24,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
1060,202,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
1061,24,0 0 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
